,g_mag,r_mag,int_color,num_rgb,num_cheb,num_agb,num_eagb,num_tpagb
545,22.176236135818318,21.70319066460469,0.4730454712136247,1020,120,19,14,5
546,22.35813856257003,21.911956506793725,0.44618205577630243,928,90,13,12,1
547,22.191737139236484,21.697314182592407,0.4944229566440766,966,108,15,12,3
548,22.21366815715414,21.727622588287296,0.4860455688668433,988,116,14,12,2
549,22.186218156001097,21.684000507508678,0.5022176484924198,980,97,11,9,2
550,22.235393839022702,21.75307754556733,0.4823162934553729,890,110,13,12,1
551,22.19622163451334,21.708113280227327,0.4881083542860159,972,115,15,14,1
552,22.246055184148965,21.777916124474892,0.46813905967406894,914,114,23,21,2
553,22.25271165680164,21.783876637198524,0.46883501960311713,964,111,9,7,2
554,22.184669648781924,21.709801594965064,0.4748680538168609,967,116,19,17,2
555,22.17217862128637,21.690092317465695,0.4820863038206751,955,105,17,15,2
556,22.236357014774498,21.77825615592283,0.4581008588516702,996,108,16,16,0
557,22.183785796926294,21.708053708000556,0.4757320889257374,1008,117,18,15,3
558,22.1875817971817,21.713527437140456,0.47405436004124235,1000,124,15,12,3
559,22.28577410434546,21.83266702988599,0.45310707445946946,914,101,19,19,0
560,22.22559401533706,21.739204408342196,0.4863896069948617,930,100,20,18,2
561,22.135293102030246,21.681913137198162,0.4533799648320864,1024,140,9,9,0
562,22.144117860398023,21.66260618154929,0.4815116788487325,1002,117,19,15,4
563,22.278896404307883,21.779369866257294,0.4995265380505899,904,89,13,13,0
564,22.15758277744942,21.676695721358136,0.48088705609128535,993,120,19,17,2
565,22.203063289237186,21.747753568239933,0.4553097209972496,957,124,15,13,2
566,22.219126313248093,21.766457339968603,0.4526689732794897,962,116,20,20,0
567,22.184021834862833,21.704435025054618,0.4795868098082182,967,118,23,21,2
568,22.28558517400856,21.80680728738541,0.47877788662314574,911,97,8,7,1
